lat,long,time,rawpm,calibpm
22.46,88.37,3/29/2023 9:00,29.16,33.55850313
22.5,88.35,3/29/2023 9:00,35.98,36.04188939
22.52,88.34,3/29/2023 9:00,31.87,34.94030568
22.54,88.34,3/29/2023 9:00,31.12,34.7106704
22.54,88.35,3/29/2023 9:00,31.62,34.84468302
22.56,88.35,3/29/2023 9:00,24.89,34.27917864
22.56,88.39,3/29/2023 9:00,33.1,34.54576394
22.57,88.36,3/29/2023 9:00,29.69,35.56569976
22.57,88.37,3/29/2023 9:00,31.32,36.00258089
22.59,88.36,3/29/2023 9:00,27.8,33.01018977
22.6,88.41,3/29/2023 9:00,30.53,33.85693909
22.46,88.37,3/29/2023 10:00,29.32,35.07171717
22.5,88.35,3/29/2023 10:00,38.79,38.43387487
22.52,88.34,3/29/2023 10:00,33.87,37.11519072
22.54,88.34,3/29/2023 10:00,33.69,36.83886681
22.54,88.35,3/29/2023 10:00,34.9,37.16317734
22.56,88.35,3/29/2023 10:00,26.64,35.89738395
22.56,88.39,3/29/2023 10:00,32.79,35.86295987
22.57,88.36,3/29/2023 10:00,34.46,37.99334128
22.57,88.37,3/29/2023 10:00,35.61,38.3015703
22.59,88.36,3/29/2023 10:00,31.47,35.73382026
22.6,88.41,3/29/2023 10:00,33.74,36.11758384
22.46,88.37,3/29/2023 11:00,35.04,37.5767931
22.5,88.35,3/29/2023 11:00,43.06,41.18802459
22.52,88.34,3/29/2023 11:00,41.63,40.80474851
22.54,88.34,3/29/2023 11:00,40.15,40.07478305
22.54,88.35,3/29/2023 11:00,42.19,40.62155453
22.56,88.35,3/29/2023 11:00,31.22,38.13133708
22.56,88.39,3/29/2023 11:00,42.54,39.79723543
22.57,88.36,3/29/2023 11:00,42.12,41.05281214
22.57,88.37,3/29/2023 11:00,42.11,41.05013189
22.59,88.36,3/29/2023 11:00,38.34,38.86529484
22.6,88.41,3/29/2023 11:00,39.76,39.05212528
22.46,88.37,3/29/2023 12:00,52.73,44.12305592
22.5,88.35,3/29/2023 12:00,55.99,45.48827004
22.52,88.34,3/29/2023 12:00,50.79,44.09453882
22.54,88.34,3/29/2023 12:00,51.65,43.75402039
22.54,88.35,3/29/2023 12:00,46.98,42.50234254
22.56,88.35,3/29/2023 12:00,41.48,41.74950109
22.56,88.39,3/29/2023 12:00,48.26,42.53410296
22.57,88.36,3/29/2023 12:00,48.45,43.61763698
22.57,88.37,3/29/2023 12:00,48.16,43.53990966
22.59,88.36,3/29/2023 12:00,43.54,41.39382328
22.6,88.41,3/29/2023 12:00,44.92,41.63889868
22.46,88.37,3/29/2023 13:00,46.54,43.54737246
22.5,88.35,3/29/2023 13:00,52.26,45.0804768
22.52,88.34,3/29/2023 13:00,47.79,43.41622217
22.54,88.34,3/29/2023 13:00,75.11,50.73867158
22.54,88.35,3/29/2023 13:00,49.85,43.96835415
22.56,88.35,3/29/2023 13:00,40.06,41.6145598
22.56,88.39,3/29/2023 13:00,54.74,45.02489035
22.57,88.36,3/29/2023 13:00,49.45,44.13131675
22.57,88.37,3/29/2023 13:00,50.99,44.54407561
22.59,88.36,3/29/2023 13:00,42.61,41.92338404
22.6,88.41,3/29/2023 13:00,47.94,43.20231875
22.46,88.37,3/29/2023 14:00,39.43,40.83082404
22.5,88.35,3/29/2023 14:00,45.82,42.54350529
22.52,88.34,3/29/2023 14:00,40.7,41.63655476
22.54,88.34,3/29/2023 14:00,46.96,43.31439273
22.54,88.35,3/29/2023 14:00,38.14,40.95041016
22.56,88.35,3/29/2023 14:00,36.12,40.7700009
22.56,88.39,3/29/2023 14:00,42.86,41.61367171
22.57,88.36,3/29/2023 14:00,42.44,42.46392039
22.57,88.37,3/29/2023 14:00,45.65,43.32428139
22.59,88.36,3/29/2023 14:00,41.6,41.67016239
22.6,88.41,3/29/2023 14:00,44.98,42.18188521
22.46,88.37,3/29/2023 15:00,35.15,38.68359569
22.5,88.35,3/29/2023 15:00,44.38,41.1574686
22.52,88.34,3/29/2023 15:00,40.31,40.66414537
22.54,88.34,3/29/2023 15:00,38.53,40.18706046
22.54,88.35,3/29/2023 15:00,41.34,40.94021137
22.56,88.35,3/29/2023 15:00,35.28,39.45537071
22.56,88.39,3/29/2023 15:00,46.86,42.10404162
22.57,88.36,3/29/2023 15:00,35.02,39.38568415
22.57,88.37,3/29/2023 15:00,56.69,45.19379099
22.59,88.36,3/29/2023 15:00,39.49,40.66449477
22.6,88.41,3/29/2023 15:00,35.03,38.93330309
22.46,88.37,3/29/2023 16:00,35.98,38.41958272
22.5,88.35,3/29/2023 16:00,46.24,41.16952162
22.52,88.34,3/29/2023 16:00,41.78,40.53151952
22.54,88.34,3/29/2023 16:00,37.99,39.51570388
22.54,88.35,3/29/2023 16:00,41.75,40.52347877
22.56,88.35,3/29/2023 16:00,35.95,39.05168997
22.56,88.39,3/29/2023 16:00,47.06,41.4249606
22.57,88.36,3/29/2023 16:00,35.84,39.02220719
22.57,88.37,3/29/2023 16:00,41.55,40.55263128
22.59,88.36,3/29/2023 16:00,38.67,39.53469889
22.6,88.41,3/29/2023 16:00,37.94,38.98057046
22.46,88.37,3/29/2023 17:00,33.59,36.57958141
22.5,88.35,3/29/2023 17:00,45.19,39.68867413
22.52,88.34,3/29/2023 17:00,61.25,44.57779875
22.54,88.34,3/29/2023 17:00,36.8,38.02458177
22.54,88.35,3/29/2023 17:00,38.1,38.37301457
22.56,88.35,3/29/2023 17:00,34.66,37.66603777
22.56,88.39,3/29/2023 17:00,45.68,40.1129873
22.57,88.36,3/29/2023 17:00,34.26,37.55882768
22.57,88.37,3/29/2023 17:00,39.05,38.84266855
22.59,88.36,3/29/2023 17:00,36.73,37.96444675
22.6,88.41,3/29/2023 17:00,41.51,38.99532208
22.46,88.37,3/29/2023 18:00,34.42,35.64579807
22.5,88.35,3/29/2023 18:00,48.05,38.94870078
22.52,88.34,3/29/2023 18:00,50.33,39.55979832
22.54,88.34,3/29/2023 18:00,39.58,37.86163203
22.54,88.35,3/29/2023 18:00,38.69,37.62308957
22.56,88.35,3/29/2023 18:00,34.71,36.55634913
22.56,88.39,3/29/2023 18:00,43.82,38.68711456
22.57,88.36,3/29/2023 18:00,34.75,36.56707014
22.57,88.37,3/29/2023 18:00,39.04,36.76940832
22.59,88.36,3/29/2023 18:00,35.06,36.36391251
22.6,88.41,3/29/2023 18:00,40.85,37.89107961
22.46,88.37,3/29/2023 19:00,38.36,35.42327077
22.5,88.35,3/29/2023 19:00,50.76,38.63273016
22.52,88.34,3/29/2023 19:00,64.08,42.20282628
22.54,88.34,3/29/2023 19:00,41.46,36.51784982
